"date","FL152090005.Q","FL152090006.Q","FL152000005.Q","FL152000006.Q","FL154190005.Q","FL154190006.Q","LM152010005.Q","LM152010006.Q","FL154090005.Q","FL154090006.Q","FL153165105.Q","FL153165106.Q","FL153166000.Q","FL153166006.Q","FL154199005.Q","FL154199006.Q","LM155035015.Q","LM155035016.Q","LM155111005.Q","LM155111006.Q","LM162010005.Q","LM162010006.Q","FL154000025.Q","FL154000026.Q","LM153064105.Q","LM153064106.Q","LM153064175.Q","LM153064176.Q","LM154022005.Q","LM154022006.Q","LM154022075.Q","LM154022076.Q","FL594190045.Q","FL594190046.Q","LM152090205.Q","LM152090206.Q","FL153099005.Q","FL153099006.Q","FC152090005.Q","FC153064475.Q","FC154022375.Q","FC155035005.Q","FC152090045.Q","FA156012005.Q"
"2024:Q2",163796961,784.53,184525633,883.82,20728672, 99.28,61287607,293.55,123238026,590.27,13139910, 62.94,5023470,24.06,2565292,12.29,48217974,230.95,7995268,38.29,5074365,24.30,18438352, 88.31,33952815,162.62,17594650,84.27,6199179,29.69,5328902,25.52,16234334, 77.76,15515889, 74.32,9973904,47.77, 2760220,  661838, 299674, 1751857,   46852,20878238
"2024:Q1",161036740,778.14,181588146,877.44,20551406, 99.31,59484000,287.43,122104146,590.01,13041366, 63.02,4990792,24.12,2519248,12.17,46440496,224.40,7958877,38.46,5084627,24.57,18510158, 89.44,33553824,162.13,17331804,83.75,5923138,28.62,5305269,25.64,16129340, 77.94,15426536, 74.54,9924077,47.95, 5659387, 3723288,  68715, 1482930,  384454,20695201
"2023:Q4",155377354,759.60,175870619,859.79,20493265,100.19,57903392,283.08,117967227,576.71,13010698, 63.61,5023696,24.56,2458871,12.02,44901710,219.51,7878183,38.51,5123499,25.05,18197104, 88.96,31219493,152.62,15942847,77.94,6000859,29.34,5158833,25.22,16023814, 78.34,15593492, 76.23,9830784,48.06, 3856274, 3986671, 649207, -644603, -135001,20455046
"2023:Q3",151521079,745.66,171840802,845.66,20319723,100.00,58506785,287.92,113334017,557.74,12917827, 63.57,4962998,24.42,2438898,12.00,45266118,222.76,7850116,38.63,5390551,26.53,17887028, 88.03,28743170,141.45,14432499,71.02,5579951,27.46,4930534,24.26,15931663, 78.40,16125913, 79.36,9703260,47.75,-1464085,-1692910, -40666,  416857, -147366,20320375
"2023:Q2",152985164,758.70,173122892,858.57,20137728, 99.87,58064600,287.96,115058292,570.61,12800739, 63.48,4941708,24.51,2395281,11.88,44757774,221.97,7838996,38.88,5467830,27.12,17892452, 88.73,29727753,147.43,15140826,75.09,5505676,27.30,5045475,25.02,15841796, 78.56,16173381, 80.21,9730933,48.26, 5381019, 2532301, 194320, 2314644,  339754,20164181
"2023:Q1",147604145,742.47,167570744,842.90,19966599,100.43,55637436,279.86,111933308,563.04,12709066, 63.93,4886717,24.58,2370816,11.93,42539613,213.98,7735319,38.91,5362504,26.97,17906802, 90.07,28078401,141.24,14257877,71.72,5380183,27.06,4976648,25.03,15750333, 79.23,15924599, 80.10,9658465,48.58, 3270791, 2548790, 864644,  -97540,  -45103,19880214
"2022:Q4",144333354,752.58,164261178,856.49,19927824,103.91,55621495,290.02,108639683,566.47,12650061, 65.96,4894229,25.52,2383534,12.43,42593662,222.09,7645632,39.87,5382201,28.06,17964689, 93.67,26294504,137.10,13492984,70.36,4653898,24.27,4838289,25.23,15658267, 81.65,16244848, 84.70,9492204,49.49,  968870, 2178951, 814281, -955408,-1068954,19178408
"2022:Q3",143364484,759.28,163074713,863.66,19710229,104.39,56493744,299.20,106580969,564.47,12499411, 66.20,4789406,25.37,2421412,12.82,43521594,230.50,7576325,40.13,5395825,28.58,18160043, 96.18,25080934,132.83,12527603,66.35,3858773,20.44,4819133,25.52,15961161, 84.53,16618152, 88.01,9555170,50.61,-3395174,-1784459, 244336,-1254769, -600283,18881726
"2022:Q2",146759658,793.21,166144519,897.99,19384861,104.77,57568952,311.15,108575567,586.83,12292297, 66.44,4694143,25.37,2398421,12.96,44823605,242.26,7410688,40.05,5334659,28.83,18252270, 98.65,26024093,140.66,13368903,72.26,3345917,18.08,5087652,27.50,16267075, 87.92,16625001, 89.86,9604656,51.91,-5728910,-7831610,-246235, 2319586,   29349,18501924
"2022:Q1",152488568,835.66,171511672,939.91,19023104,104.25,55091950,301.91,116419722,637.99,12033265, 65.94,4576982,25.08,2412857,13.22,42542433,233.14,7271052,39.85,5278465,28.93,18306273,100.32,31100580,170.44,16124026,88.36,3117197,17.08,5562607,30.48,16574065, 90.83,15993829, 87.65,9641146,52.83, 1947136,-2074220,-224220, 3612936,  632640,18247754
"2021:Q4",150541432,818.94,169369753,921.37,18828321,102.43,51188579,278.47,118181174,642.90,11902293, 64.75,4548530,24.74,2377498,12.93,38904036,211.64,6998079,38.07,5286464,28.76,18060921, 98.25,31866929,173.36,17431896,94.83,2988255,16.26,5915769,32.18,16879005, 91.82,15563288, 84.66,9475111,51.54, 3841681, 1978928,-220225,  890438, 1192540,18382401
"2021:Q3",146699751,799.52,165131774,899.98,18432023,100.46,50026375,272.65,115105399,627.33,11652581, 63.51,4460187,24.31,2319255,12.64,38182113,208.09,6744071,36.76,5100191,27.80,17427995, 94.98,30985875,168.87,16334023,89.02,3313198,18.06,5811051,31.67,16775233, 91.43,15056207, 82.06,9401818,51.24, 3392383,   67253, 195502, 2001019, 1128609,18348470
"2021:Q2",143307369,781.30,161383516,879.85,18076147, 98.55,47762068,260.40,113621448,619.46,11420367, 62.26,4385185,23.91,2270595,12.38,36470480,198.83,6497170,35.42,4794418,26.14,17291822, 94.27,30670670,167.21,16581974,90.40,3216412,17.54,5712335,31.14,16670616, 90.89,14267054, 77.78,9210564,50.22, 6538476, 3377360,  62104, 2339637,  759374,18342156
"2021:Q1",136768893,698.35,154125089,786.97,17356196, 88.62,45072775,230.14,109052314,556.83,10957229, 55.95,4167219,21.28,2231748,11.40,34271959,174.99,6152813,31.42,4648003,23.73,17194198, 87.79,28298287,144.49,15576997,79.54,3323588,16.97,5543055,28.30,16566435, 84.59,13507315, 68.97,9042439,46.17, 5031058, 2806106,-578392, 1347513, 1455831,19584581
"2020:Q4",131737835,760.61,148922907,859.83,17185072, 99.22,43586433,251.65,105336474,608.18,10843346, 62.61,4184853,24.16,2156873,12.45,32984834,190.44,6026241,34.79,4575358,26.42,16220917, 93.65,26172738,151.11,14896440,86.01,3945634,22.78,5499401,31.75,16461360, 95.04,13179800, 76.10,8960184,51.73, 8293475, 5763702, 254175, 1079812, 1195787,17319968
"2020:Q3",123444360,702.18,140360267,798.40,16915907, 96.22,42345929,240.87, 98014338,557.53,10712771, 60.94,4142706,23.56,2060430,11.72,32028701,182.19,5877615,33.43,4439613,25.25,15571819, 88.58,22152298,126.01,13153178,74.82,3891596,22.14,5299265,30.14,16374250, 93.14,12826813, 72.96,8745119,49.74, 4517431, 2886706, 127962,  851348,  651415,17580205
"2020:Q2",118926928,658.11,135585200,750.29,16658272, 92.18,41309872,228.60, 94275328,521.69,10562691, 58.45,4097391,22.67,1998190,11.06,31262247,173.00,5702388,31.56,4345237,24.05,15413797, 85.30,20093696,111.19,12325074,68.20,4039194,22.35,5023705,27.80,16288291, 90.13,12410290, 68.67,8681281,48.04, 7924010, 5842356, -15233,  676465, 1420422,18071076
"2020:Q1",111002918,671.97,127661434,772.82,16658516,100.85,40622198,245.91, 87039236,526.91,10502593, 63.58,4147839,25.11,2008084,12.16,30534058,184.84,5702306,34.52,4385834,26.55,14262631, 86.34,16394501, 99.25,10181913,61.64,4386206,26.55,4691926,28.40,16202146, 98.08,12285330, 74.37,8634584,52.27,-6208419,-7926738,-403316,  707187, 1414448,16518917
"2019:Q4",117211337,716.12,133807075,817.51,16595738,101.39,39869603,243.59, 93937472,573.92,10461460, 63.92,4192191,25.61,1942087,11.87,29887655,182.60,5669898,34.64,4312050,26.35,13357617, 81.61,21273855,129.98,13229297,80.83,4433100,27.08,5048347,30.84,16120781, 98.49,12135017, 74.14,8339457,50.95, 3457281, 2453211,  22913,  338390,  642767,16367592
"2019:Q3",113754056,701.71,130157234,802.90,16403178,101.19,39485225,243.57, 90672009,559.33,10393477, 64.11,4124158,25.44,1885543,11.63,29543803,182.25,5630791,34.73,4310631,26.59,12789950, 78.90,19817865,122.25,12232076,75.46,4543704,28.03,4914830,30.32,15982853, 98.59,12068159, 74.44,8322572,51.34,  703436, -180574, 180791,  278888,  424330,16210924
"2019:Q2",113050620,703.88,129253013,804.76,16202393,100.88,39155362,243.79, 90097651,560.97,10304564, 64.16,4052121,25.23,1845708,11.49,29260390,182.18,5588616,34.80,4306356,26.81,12535933, 78.05,19865042,123.68,12365473,76.99,4536649,28.25,4741094,29.52,15845685, 98.66,11952661, 74.42,8255115,51.40, 2285695,  936596, 486661,  539635,  322802,16061055
"2019:Q1",110764926,692.79,126758843,792.82,15993917,100.04,38555586,241.15, 88203257,551.68,10215769, 63.90,3994481,24.98,1783667,11.16,28880138,180.63,5540112,34.65,4135336,25.86,12684832, 79.34,19350826,121.03,11943093,74.70,4278862,26.76,4512220,28.22,15707680, 98.25,11556452, 72.28,8169291,51.10, 6254401, 4252439, 375109,  627845,  999007,15988254
"2018:Q4",104510525,662.68,120470944,763.88,15960419,101.20,37845748,239.97, 82625196,523.91,10187376, 64.60,4007042,25.41,1766001,11.20,28387225,180.00,5471605,34.69,3986918,25.28,12301171, 78.00,16539220,104.87,10502260,66.59,4078637,25.86,4337335,27.50,15569032, 98.72,11339828, 71.90,7957713,50.46,-3887757,-4523760,  68128,  234915,  332960,15770966
"2018:Q3",108398282,696.51,124228560,798.23,15830278,101.72,37548824,241.27, 86679736,556.96,10126204, 65.07,3934579,25.28,1769495,11.37,28119542,180.68,5417717,34.81,4011565,25.78,11962356, 76.86,19152505,123.06,12412735,79.76,3872619,24.88,4475225,28.76,15479911, 99.47,11378707, 73.11,7945677,51.05, 2062765, 1375959, 278407,  391593,   16806,15563067
"2018:Q2",106335516,692.78,121994547,794.80,15659031,102.02,37109283,241.77, 84885264,553.03,10030366, 65.35,3858194,25.14,1770471,11.53,27762744,180.88,5380900,35.06,3965639,25.84,12103182, 78.85,18323996,119.38,11865284,77.30,3640745,23.72,4428692,28.85,15388414,100.26,11261111, 73.37,7873840,51.30, 1356161,  501407, 202018,  429669,  223067,15349067
"2018:Q1",104979356,693.71,120510128,796.34,15530772,102.63,36617742,241.97, 83892386,554.36, 9949878, 65.75,3819883,25.24,1761011,11.64,27369865,180.86,5328880,35.21,3918997,25.90,12140419, 80.22,18015134,119.04,11672740,77.13,3476906,22.98,4390513,29.01,15297029,101.08,11059105, 73.08,7840540,51.81, 1069569, -233127, 114859,  666949,  520888,15133060
"2017:Q4",103909787,698.70,119389955,802.80,15480168,104.09,35879174,241.26, 83510781,561.54, 9914049, 66.66,3830752,25.76,1735367,11.67,26746918,179.85,5267636,35.42,3864620,25.99,11869191, 79.81,18168615,122.17,11752385,79.02,3386571,22.77,4365989,29.36,15205660,102.25,10960861, 73.70,7801508,52.46, 2513146, 1580789, 102495,  458289,  371573,14871770
"2017:Q3",101396640,690.14,116680385,794.17,15283745,104.03,35360638,240.68, 81319747,553.49, 9841524, 66.99,3749202,25.52,1693019,11.52,26346184,179.32,5216153,35.50,3798301,25.85,11647457, 79.28,17131611,116.60,11208600,76.29,3363178,22.89,4286888,29.18,15110467,102.85,10784854, 73.41,7786693,53.00, 1686472,  945437,  42763,  472450,  225821,14692114
"2017:Q2", 99710169,685.82,114845381,789.93,15135212,104.10,34870386,239.84, 79974995,550.08, 9760474, 67.13,3682731,25.33,1692007,11.64,25839363,177.73,5206069,35.81,3824954,26.31,11539600, 79.37,16678120,114.71,10716654,73.71,3458022,23.78,4149280,28.54,15015136,103.28,10684166, 73.49,7734017,53.20, 2170840,  801075, 221406,  737821,  410538,14538770
"2017:Q1", 97539328,679.57,112517669,783.93,14978341,104.36,34103619,237.61, 78414050,546.32, 9692586, 67.53,3630418,25.29,1655337,11.53,25318968,176.40,5185202,36.13,3599449,25.08,11641291, 81.11,16199799,112.87,10393900,72.42,3369916,23.48,4015981,27.98,14919991,103.95,10189684, 70.99,7683489,53.53, 2381317, 1436928, 100102,  383891,  460396,14353057
"2016:Q4", 95158012,673.77,110077354,779.40,14919342,105.64,33663348,238.35, 76414006,541.05, 9645367, 68.29,3636436,25.75,1637539,11.59,24902950,176.33,5136728,36.37,3623670,25.66,11431705, 80.94,15349828,108.68, 9806942,69.44,3375634,23.90,3910161,27.69,14824323,104.96,10168426, 72.00,7546986,53.44,  656134,  406561,-315158,  421090,  143641,14123300
"2016:Q3", 94501878,676.55,109320772,782.65,14818894,106.09,33205789,237.73, 76114983,544.92, 9598331, 68.72,3561620,25.50,1658943,11.88,24502635,175.42,5111191,36.59,3591963,25.72,11310339, 80.97,15028929,107.59, 9721280,69.60,3562648,25.51,4038305,28.91,14728902,105.45,10173411, 72.83,7551168,54.06, 1679733,  753949, -42066,  604698,  363152,13968108
"2016:Q2", 92822145,670.59,107466574,776.39,14644429,105.80,32572791,235.32, 74893783,541.07, 9525859, 68.82,3476822,25.12,1641748,11.86,23996015,173.36,5091724,36.79,3485052,25.18,11108461, 80.25,14639346,105.76, 9356915,67.60,3706227,26.78,3936793,28.44,14632649,105.71, 9993137, 72.20,7520256,54.33, 1742498,  553922, 225811,  652956,  309809,13841829
"2016:Q1", 91079647,660.84,105588240,766.11,14508593,105.27,31855785,231.13, 73732455,534.98, 9474114, 68.74,3412223,24.76,1622256,11.77,23461391,170.23,5037243,36.55,3357151,24.36,11163537, 81.00,14184456,102.92, 9257883,67.17,3638341,26.40,3778868,27.42,14537203,105.48, 9731720, 70.61,7440447,53.99, 1150756,  220348, 232765,  250533,  447110,13782355
"2015:Q4", 89928892,658.11,104424877,764.19,14495985,106.08,31551200,230.89, 72873677,533.29, 9483773, 69.40,3400223,24.88,1611989,11.80,23180305,169.64,4990625,36.52,3380270,24.74,10939795, 80.06,13887322,101.63, 9334669,68.31,3511558,25.70,3672885,26.88,14441695,105.69, 9792050, 71.66,7293701,53.38, 1509014, 1018183,-267496,  318314,  440013,13664798
"2015:Q3", 88419877,650.23,102905000,756.75,14485123,106.52,31199544,229.44, 71705456,527.31, 9422463, 69.29,3463104,25.47,1599556,11.76,22854486,168.07,4963696,36.50,3381362,24.87,10673877, 78.49,13294508, 97.77, 8909300,65.52,3753550,27.60,3698389,27.20,14353214,105.55, 9747205, 71.68,7275413,53.50, -986972,-2005435, 326516,  451187,  240760,13598262
"2015:Q2", 89406849,662.87,103772793,769.38,14365944,106.51,30712116,227.70, 73060677,541.68, 9382208, 69.56,3377752,25.04,1605984,11.91,22416548,166.20,4935086,36.59,3360482,24.91,10560454, 78.30,14449606,107.13, 9759637,72.36,3395767,25.18,3729657,27.65,14266174,105.77, 9585284, 71.07,7314099,54.23,  813744,   74403,-136493,  516869,  358965,13487843
"2015:Q1", 88593106,662.11,102831344,768.52,14238238,106.41,30123176,225.13, 72708168,543.39, 9347894, 69.86,3307066,24.72,1583278,11.83,21972657,164.21,4872340,36.41,3278179,24.50,10510921, 78.55,14411075,107.70, 9723765,72.67,3513475,26.26,3748442,28.01,14177617,105.96, 9298077, 69.49,7324796,54.74, 1637639,  432849, 124259,  436847,  643683,13380512
"2014:Q4", 86955467,655.86,101213858,763.41,14258391,107.54,29654842,223.67, 71559016,539.73, 9383847, 70.78,3309540,24.96,1565004,11.80,21645713,163.26,4851760,36.59,3157369,23.81,10223623, 77.11,14218477,107.24, 9483513,71.53,3481489,26.26,3656169,27.58,14088603,106.26, 9118900, 68.78,7288242,54.97, 1532044,  797273,   7543,  335226,  392003,13258193
"2014:Q3", 85423422,652.63, 99610693,761.02,14187271,108.39,29292133,223.79, 70318560,537.23, 9377710, 71.65,3242945,24.78,1566616,11.97,21395698,163.46,4833528,36.93,3062907,23.40,10095613, 77.13,13625743,104.10, 9278975,70.89,3546354,27.09,3583761,27.38,13983679,106.83, 8902744, 68.02,7301691,55.78,  684867, -429759,  16873,  451153,  646600,13089118
"2014:Q2", 84738555,655.27, 98934526,765.04,14195971,109.78,28796122,222.68, 70138404,542.37, 9374714, 72.49,3164002,24.47,1657255,12.82,21006316,162.44,4797544,37.10,2992262,23.14, 9952699, 76.96,13876616,107.31, 9457861,73.14,3523177,27.24,3590065,27.76,13878733,107.32, 8633601, 66.76,7225653,55.87, 2177727, 1095860, 166832,  532066,  382968,12931863
"2014:Q1", 82560829,649.35, 96684904,760.44,14124075,111.09,28237342,222.09, 68447562,538.35, 9391923, 73.87,3096815,24.36,1635337,12.86,20581052,161.87,4779068,37.59,2877222,22.63, 9937884, 78.16,13139061,103.34, 9099556,71.57,3464302,27.25,3482107,27.39,13772342,108.32, 8373815, 65.86,7178495,56.46, 1798237,  954209,  88057,  266174,  489797,12714403
"2013:Q4", 80762591,645.56, 94890678,758.50,14128087,112.93,27961321,223.51, 66929357,534.99, 9434828, 75.42,3090468,24.70,1602791,12.81,20287782,162.17,4777334,38.19,2896205,23.15, 9721856, 77.71,12351597, 98.73, 8932811,71.40,3412601,27.28,3445751,27.54,13666420,109.24, 8391489, 67.08,7006832,56.01, 2116806, 1407368,-166619,  339005,  537051,12510375
"2013:Q3", 78645785,631.83, 92600891,743.94,13955106,112.11,27600669,221.74, 65000222,522.20, 9455813, 75.97,3030297,24.35,1468996,11.80,19953063,160.30,4766462,38.29,2881144,23.15, 9626446, 77.34,11691092, 93.92, 8185947,65.76,3569046,28.67,3455924,27.76,13316056,106.98, 8266246, 66.41,6889464,55.35, 2568753, 1166466,-175091,  652013,  925365,12447306
"2013:Q2", 76077032,615.85, 89976200,728.36,13899168,112.51,26928813,217.99, 63047387,510.37, 9450690, 76.50,2960193,23.96,1488285,12.05,19439674,157.37,4756820,38.51,2732319,22.12, 9496933, 76.88,11100755, 89.86, 7609818,61.60,3680939,29.80,3519122,28.49,12965641,104.96, 7907099, 64.01,6767079,54.78, 1240293,  405009,-643328,  611546,  867066,12353217
"2013:Q1", 74836738,610.71, 88715904,723.97,13879166,113.26,26303145,214.65, 62412759,509.32, 9491266, 77.45,2913773,23.78,1474127,12.03,18942571,154.58,4753090,38.79,2607484,21.28, 9467142, 77.26,10819024, 88.29, 7486540,61.09,4165895,34.00,3677494,30.01,12616248,102.96, 7543105, 61.56,6637311,54.16, 2847365, 1971934,-150898,  436450,  589879,12254044
"2012:Q4", 71989374,566.17, 85897561,675.56,13908187,109.38,25831257,203.16, 60066304,472.40, 9540642, 75.03,2912905,22.91,1454640,11.44,18533875,145.76,4727440,37.18,2569942,20.21, 9481189, 74.57, 9495272, 74.68, 6838358,53.78,4400133,34.61,3594154,28.27,12265811, 96.47, 7432768, 58.46,6558619,51.58,  951838,   92925, -69667,  208921,  719659,12715043
"2012:Q3", 71037536,577.45, 84976490,690.76,13938954,113.31,25588131,208.00, 59388359,482.76, 9602015, 78.05,2850453,23.17,1486486,12.08,18359781,149.24,4700607,38.21,2527743,20.55, 9137030, 74.27, 9452750, 76.84, 6787955,55.18,4558174,37.05,3505780,28.50,12179764, 99.01, 7316326, 59.47,6450580,52.44, 1936414,  914915, 272436,  287845,  461219,12301844
"2012:Q2", 69101122,558.88, 83026811,671.51,13925689,112.63,25280478,204.47, 57746333,467.05, 9653667, 78.08,2790468,22.57,1481554,11.98,18121999,146.57,4688964,37.92,2469515,19.97, 9068478, 73.34, 8903274, 72.01, 6422516,51.94,4457446,36.05,3334072,26.97,12092995, 97.81, 7070263, 57.18,6397288,51.74,  105934, -656076, 323975,  189126,  248908,12364178
"2012:Q1", 68995188,563.13, 82951178,677.04,13955990,113.91,25074200,204.65, 57876978,472.39, 9721623, 79.35,2745041,22.40,1489326,12.16,17936905,146.40,4678915,38.19,2458380,20.07, 9115010, 74.40, 9210114, 75.17, 6771752,55.27,4247837,34.67,3219706,26.28,12007996, 98.01, 6910106, 56.40,6394456,52.19, 1993980, 1801817,  90950, -188010,  289224,12252058
"2011:Q4", 67001207,558.93, 81017396,675.85,14016189,116.92,25219751,210.38, 55797645,465.47, 9790978, 81.68,2756225,22.99,1468986,12.25,18125966,151.21,4644654,38.75,2449131,20.43, 9091861, 75.84, 8209687, 68.49, 5970362,49.81,4360356,36.37,3016237,25.16,11920691, 99.44, 6893922, 57.51,6334529,52.84, 1386784,  996853, 147281,  -62471,  305121,11987448
"2011:Q3", 65614423,550.40, 79636222,668.03,14021799,117.62,25259118,211.89, 54377104,456.14, 9840743, 82.55,2702175,22.67,1478881,12.41,18291435,153.44,4630629,38.84,2337054,19.60, 8903813, 74.69, 7687628, 64.49, 5495568,46.10,4408359,36.98,2820953,23.66,11825536, 99.20, 6746913, 56.60,6488334,54.43,-1912586,-2687935, 317628, -100427,  558149,11921126
"2011:Q2", 67527009,572.10, 81560202,690.99,14033193,118.89,25329593,214.60, 56230609,476.40, 9895429, 83.84,2653077,22.48,1484687,12.58,18379063,155.71,4609074,39.05,2341456,19.84, 8774284, 74.34, 9179614, 77.77, 6691518,56.69,4047918,34.29,2863766,24.26,11734598, 99.42, 6655633, 56.39,6283279,53.23,  421281, -138966, 172549, -133149,  520847,11803351
"2011:Q1", 67105728,572.99, 81187412,693.22,14081684,120.24,25413077,216.99, 55774335,476.23, 9957958, 85.03,2628309,22.44,1495417,12.77,18489961,157.88,4568263,39.01,2354853,20.11, 8659762, 73.94, 9293794, 79.36, 6716304,57.35,3907332,33.36,2831803,24.18,11640080, 99.39, 6602036, 56.37,6123224,52.28, 1130789, 1005374, -99276, -276123,  500814,11711592
"2010:Q4", 65974939,573.78, 80084884,696.49,14109945,122.71,25648691,223.07, 54436193,473.43, 9998866, 86.96,2646811,23.02,1464268,12.73,18821141,163.69,4535502,39.44,2292048,19.93, 8521282, 74.11, 8685982, 75.54, 6318742,54.95,3957126,34.41,2881285,25.06,11544780,100.40, 6543367, 56.91,5983629,52.04, 1656318, 1369484,  43808, -244691,  487717,11498297
"2010:Q3", 64318621,565.09, 78443089,689.19,14124468,124.09,25868959,227.28, 52574130,461.91,10172682, 89.38,2503726,22.00,1448060,12.72,19090589,167.73,4520365,39.72,2258005,19.84, 8412797, 73.91, 7922861, 69.61, 5712379,50.19,3928964,34.52,2865640,25.18,11330640, 99.55, 6453018, 56.69,5947832,52.26, 2065306, 1527654,  98334, -144790,  584108,11381992
"2010:Q2", 62253315,550.97, 76447378,676.60,14194063,125.62,26016876,230.26, 50430502,446.34,10249437, 90.71,2478453,21.94,1466173,12.98,19234644,170.24,4530911,40.10,2251321,19.93, 8341590, 73.83, 7043171, 62.34, 5064415,44.82,4006034,35.46,2690235,23.81,11115524, 98.38, 6293493, 55.70,5876041,52.01, -543591,-1365023, 323818,   44243,  453371,11298797
"2010:Q1", 62796907,565.89, 77058606,694.41,14261699,128.52,25985876,234.17, 51072730,460.24,10316861, 92.97,2493057,22.47,1451781,13.08,19314524,174.05,4550803,41.01,2120549,19.11, 8475619, 76.38, 7744141, 69.79, 5728468,51.62,3826593,34.48,2545859,22.94,10903825, 98.26, 5958941, 53.70,5889284,53.07, 1257785,  706053, 443245,  -52927,  161414,11096944
"2009:Q4", 61539122,560.04, 75906515,690.79,14367393,130.75,26046135,237.04, 49860380,453.76,10447687, 95.08,2555017,23.25,1364689,12.42,19417266,176.71,4560133,41.50,2068736,18.83, 8714806, 79.31, 7345189, 66.85, 5421367,49.34,3546815,32.28,2382392,21.68,10689940, 97.28, 5872230, 53.44,5887642,53.58,  128283,  387051, -39510, -324724,  105467,10988307
"2009:Q3", 61410839,564.01, 75787791,696.05,14376952,132.04,26336243,241.88, 49451548,454.17,10497472, 96.41,2558711,23.50,1320769,12.13,19637405,180.35,4531267,41.62,2167571,19.91, 8579522, 78.80, 7245955, 66.55, 5133550,47.15,3701717,34.00,2267000,20.82,10604155, 97.39, 6069283, 55.74,5850365,53.73, 1794632, 1853721, 457554, -350016, -166626,10888261
"2009:Q2", 59616206,544.63, 73995270,675.99,14379064,131.36,26698634,243.91, 47296636,432.08,10552997, 96.41,2548873,23.29,1277194,11.67,19944785,182.21,4548515,41.55,2205334,20.15, 8761910, 80.05, 6182008, 56.48, 4343776,39.68,3480590,31.80,2030573,18.55,10517046, 96.08, 6200342, 56.64,5780392,52.81,  364450, 1828245,-193464, -753457, -516873,10946227
"2009:Q1", 59251756,547.09, 73650986,680.04,14399230,132.95,27450576,253.46, 46200410,426.58,10582020, 97.71,2578142,23.80,1239068,11.44,20367312,188.06,4552056,42.03,2531208,23.37, 8893405, 82.12, 5112644, 47.21, 3584896,33.10,3862629,35.66,1841998,17.01,10430452, 96.31, 6743106, 62.26,5731280,52.92,-1856041,-1110473, 355200, -656016, -444752,10830420
"2008:Q4", 61107796,559.98, 75603970,692.82,14496174,132.84,28114889,257.64, 47489081,435.18,10584100, 96.99,2643789,24.23,1268285,11.62,20895624,191.48,4566247,41.84,2653018,24.31, 8993384, 82.41, 5794141, 53.10, 4013872,36.78,3569376,32.71,1780051,16.31,10346129, 94.81, 7164895, 65.66,5827234,53.40,-3178441,-2913958, 123519, -610915,  222913,10912439
"2008:Q3", 64286237,586.32, 79036703,720.85,14750466,134.53,28726859,262.00, 50309844,458.85,10659006, 97.21,2643813,24.11,1447647,13.20,21441411,195.55,4577733,41.75,2707715,24.70, 8490402, 77.44, 7363195, 67.16, 5358776,48.87,3313099,30.22,1912809,17.45,10243369, 93.42, 7584380, 69.17,6043815,55.12,-2443551,-1949175, 139935, -608216,  -26095,10964447
"2008:Q2", 66729789,603.24, 81365202,735.55,14635413,132.31,29297449,264.85, 52067753,470.70,10689141, 96.63,2620453,23.69,1325819,11.99,21999543,198.88,4548742,41.12,2749164,24.85, 8334404, 75.34, 8435039, 76.25, 6236107,56.37,3093879,27.97,1992094,18.01,10139324, 91.66, 7858205, 71.04,5978700,54.05,-1097553, -659958, 137814, -522393,  -53016,11061837
"2008:Q1", 67827342,631.89, 82508298,768.66,14680956,136.77,29788461,277.52, 52719837,491.15,10704963, 99.73,2602008,24.24,1373985,12.80,22558176,210.16,4523378,42.14,2706907,25.22, 8533817, 79.50, 9047234, 84.29, 6283871,58.54,2995778,27.91,1952381,18.19,10031922, 93.46, 7960226, 74.16,5914608,55.10,-2154583,-1496487,  94903, -857250,  104252,10733994
"2007:Q4", 69981925,660.07, 84541943,797.40,14560018,137.33,30590826,288.53, 53951117,508.87,10633203,100.29,2609477,24.61,1317338,12.43,23244011,219.24,4474789,42.21,2872026,27.09, 8117741, 76.57, 9880494, 93.19, 6947098,65.53,2910399,27.45,1942858,18.33, 9926358, 93.63, 8451622, 79.72,5774548,54.47, -873807, -959013,  65126, -350631,  370710,10602170
"2007:Q3", 70855732,675.94, 85218171,812.95,14362439,137.01,30890531,294.68, 54327640,518.27,10526673,100.42,2555552,24.38,1280214,12.21,23574827,224.90,4427942,42.24,2887762,27.55, 7756664, 74.00,10587799,101.00, 7198806,68.67,2913876,27.80,1874254,17.88, 9806253, 93.55, 8602848, 82.07,5587139,53.30,  817530,  152423, 487387, -131767,  309487,10482565
"2007:Q2", 70038202,673.05, 84158196,808.74,14119994,135.69,30981125,297.72, 53177071,511.02,10343363, 99.40,2476966,23.80,1299665,12.49,23755767,228.29,4391621,42.20,2833737,27.23, 7493750, 72.01,10594343,101.81, 7039839,67.65,2482982,23.86,1817761,17.47, 9684811, 93.07, 8555606, 82.22,5507979,52.93,  730843,  575607, -41359,  -15174,  211769,10406081
"2007:Q1", 69307359,675.00, 83132133,809.65,13824774,134.64,30942871,301.36, 52189262,508.29,10148994, 98.84,2440172,23.77,1235608,12.03,23865300,232.43,4344632,42.31,2732939,26.62, 7436024, 72.42,10483122,102.10, 6575453,64.04,2569262,25.02,1772841,17.27, 9562628, 93.13, 8416594, 81.97,5373339,52.33,  990086,  646586, 179089, -184661,  349072,10267698
